Order Amount,Customer Email Domain,Past Fraud History,Fraud Probability (%)
265.362211438004,edu.com,0,-5
663.3842055738372,company.com,1,60
819.0499781992037,hotmail.com,0,45
559.6488034834678,yahoo.com,0,25
534.3540725724464,hotmail.com,0,25
249.43376799144716,outlook.com,0,5
102.17174012784022,company.com,0,-10
898.2436003737935,gmail.com,0,45
901.4138765916972,outlook.com,0,45
636.7704427005352,company.com,0,10
345.63949313821365,edu.com,0,15
355.7174788665343,hotmail.com,1,75
728.6961220815369,yahoo.com,1,95
898.1391573530514,hotmail.com,1,95
888.2155600224661,gmail.com,0,45
782.0767903990476,yahoo.com,0,45
645.6113296927449,edu.com,0,15
93.29856534509834,hotmail.com,0,5
170.01242695366764,company.com,0,-10
899.5686466418084,hotmail.com,0,45
610.364769062994,company.com,0,10
19.10508110046335,edu.com,0,-5
110.45682743737179,hotmail.com,0,5
666.8667514169753,yahoo.com,0,25
15.0109680077565,gmail.com,0,5
169.19997090332367,yahoo.com,1,55
553.2464514729203,company.com,0,10
694.9762457157664,hotmail.com,0,25
655.4416469075745,company.com,0,10
232.0266163659542,company.com,0,-10
715.0574291340605,outlook.com,0,45
244.87659662183208,edu.com,0,-5
332.14570117767505,edu.com,0,15
749.0264910668438,gmail.com,0,45
653.1365700567425,edu.com,0,15
850.7311763892361,hotmail.com,0,45
661.03676337734,hotmail.com,1,75
572.6255173021169,company.com,0,10
102.73802014981155,hotmail.com,0,5
374.0386450288392,edu.com,1,65
272.5503440049082,hotmail.com,0,5
251.54974694529275,gmail.com,0,5
973.2804492049211,gmail.com,0,45
399.1667474200928,hotmail.com,0,25
893.1260896253422,gmail.com,1,95
634.8272397372903,hotmail.com,0,25
796.863190506232,gmail.com,1,95
507.61072217414016,outlook.com,0,25
581.1348457800955,yahoo.com,0,25
497.59251688067525,outlook.com,0,25
203.29055792006406,company.com,0,-10
725.2275941088902,gmail.com,0,45
287.96463881644723,company.com,1,40
34.0728067671393,edu.com,0,-5
649.0175729480961,outlook.com,1,75
185.33957261297846,gmail.com,0,5
941.0539985093851,company.com,1,80
954.3892912325615,company.com,0,30
915.715746318244,edu.com,0,35
376.45711325288994,outlook.com,0,25
25.302050363578754,company.com,0,-10
929.0353769618481,yahoo.com,0,45
433.9023068341412,outlook.com,0,25
966.9882708532328,gmail.com,0,45
963.9837773183604,company.com,1,80
854.4793609126865,yahoo.com,0,45
301.5044031488898,yahoo.com,0,25
391.246751315906,outlook.com,0,25
852.6253048016883,gmail.com,0,45
323.75278510471486,yahoo.com,0,25
177.79781921923157,hotmail.com,0,5
561.2332498337666,outlook.com,0,25
936.7932264191732,outlook.com,0,45
699.0694987082233,gmail.com,0,25
574.3605583884713,gmail.com,0,25
106.20472883306086,hotmail.com,0,5
618.857154432178,company.com,0,10
990.1533116032207,hotmail.com,0,45
148.6831750841588,company.com,0,-10
523.1463558400993,hotmail.com,0,25
878.5993412086759,gmail.com,0,45
743.3609315766624,hotmail.com,0,45
700.0455835853153,yahoo.com,0,45
705.4592431472382,gmail.com,0,45
365.89623970755764,yahoo.com,0,25
300.6559258218484,edu.com,0,15
811.2675439237285,outlook.com,0,45
812.012260732389,company.com,1,80
868.4015953943026,yahoo.com,0,45
914.1081470309066,hotmail.com,0,45
516.2289748723284,outlook.com,0,25
506.5011317403276,edu.com,0,15
800.3122271771074,yahoo.com,0,45
653.4642914699875,gmail.com,1,75
704.9472084851263,edu.com,0,35
797.83474274174,yahoo.com,0,45
891.1052883993906,edu.com,0,35
344.61520528302043,outlook.com,0,25
381.8271231135446,edu.com,0,15
103.04212044246032,hotmail.com,0,5
582.4973395862122,gmail.com,0,25
45.582851058774665,edu.com,0,-5
470.94203795113555,edu.com,0,15
547.2181883605009,edu.com,0,15
293.67583960700154,hotmail.com,0,5
594.9249279633207,outlook.com,0,25
40.195247439658935,edu.com,0,-5
46.974706861722275,hotmail.com,0,5
824.3745550530617,gmail.com,0,45
366.58873499715025,company.com,0,10
135.78990752536595,edu.com,0,-5
527.0208274542563,gmail.com,0,25
772.2936175676248,hotmail.com,0,45
223.66281722187475,edu.com,0,-5
626.6615710608103,company.com,0,10
94.49399034383032,edu.com,0,-5
61.16490395692162,edu.com,0,-5
536.0410852524665,hotmail.com,1,75
545.2287703940054,outlook.com,0,25
641.0556024832244,edu.com,0,15
728.8304203854349,gmail.com,0,45
976.0935586679093,yahoo.com,1,95
521.1373448181834,hotmail.com,0,25
329.7269082118335,outlook.com,0,25
797.2343328210167,company.com,0,30
278.12392874945346,gmail.com,0,5
444.58170649857976,gmail.com,0,25
87.67181752884329,yahoo.com,1,55
35.09723598130294,company.com,0,-10
963.0219305311458,yahoo.com,0,45
837.6203193070837,gmail.com,0,45
699.014464032761,edu.com,0,15
414.86341497012717,outlook.com,0,25
181.5613768701373,edu.com,0,-5
164.8726722443752,yahoo.com,0,5
257.74046918294937,outlook.com,0,5
553.7343980590592,yahoo.com,0,25
717.4499634730618,edu.com,0,35
663.595402950554,outlook.com,1,75
287.1345579764834,company.com,0,-10
955.3166278565621,edu.com,1,85
740.5179475288109,hotmail.com,0,45
558.8105119862867,edu.com,0,15
615.6035387720087,gmail.com,0,25
425.40406180351204,outlook.com,0,25
255.25367960614588,edu.com,0,-5
362.41295186474895,gmail.com,0,25
760.2676493597254,yahoo.com,0,45
24.24955374345831,gmail.com,0,5
124.91191410184707,edu.com,1,45
55.54261560153522,outlook.com,1,55
50.32151429578043,company.com,0,-10
856.9059781708971,hotmail.com,0,45
706.6212807862235,edu.com,0,35
479.4320907964519,hotmail.com,0,25
106.85581904449147,edu.com,0,-5
496.699716365664,hotmail.com,0,25
478.73705307276003,company.com,0,10
181.46985121091504,yahoo.com,1,55
439.5131327455933,outlook.com,0,25
404.5196870533997,gmail.com,0,25
619.6915970716943,yahoo.com,0,25
638.7427143589673,company.com,0,10
54.85096967432407,outlook.com,0,5
380.8664884802065,edu.com,1,65
629.601316557094,edu.com,0,15
508.10489599428684,gmail.com,1,75
857.924942776439,yahoo.com,0,45
662.1066953027556,outlook.com,0,25
171.3050828106154,hotmail.com,0,5
79.86305992642555,edu.com,0,-5
645.9950854242525,company.com,1,60
36.24619743620559,gmail.com,1,55
589.9178254607286,outlook.com,0,25
940.8279390107081,outlook.com,0,45
579.7194360971201,gmail.com,0,25
394.2882269444567,outlook.com,1,75
646.8553362579296,hotmail.com,0,25
463.6703615866015,hotmail.com,0,25
550.1606214227755,gmail.com,0,25
942.0501606887599,yahoo.com,0,45
392.2416114227665,outlook.com,0,25
961.5786581856751,yahoo.com,0,45
906.2971355365031,gmail.com,1,95
203.83322344140348,company.com,0,-10
78.6676878664138,hotmail.com,0,5
109.77022136365238,outlook.com,1,55
28.03960739503423,edu.com,0,-5
103.49853114836911,gmail.com,1,55
686.1767056821933,gmail.com,0,25
80.4767619756267,outlook.com,0,5
325.7858739908237,edu.com,1,65
846.42655785976,company.com,0,30
33.03921637846761,edu.com,0,-5
816.3237977630464,edu.com,0,35
289.03622702566594,edu.com,0,-5
126.9831793454397,gmail.com,0,5
699.7697937105091,edu.com,0,15
632.6534183120851,gmail.com,1,75
878.6972933917824,outlook.com,0,45
737.720333365847,outlook.com,0,45
805.4461210810001,edu.com,0,35
289.21422684559343,outlook.com,0,5
185.6651483419256,edu.com,0,-5
753.1086041244497,company.com,1,80
808.7663918745914,gmail.com,0,45
990.6000905806666,gmail.com,0,45
418.4915001423122,outlook.com,0,25
378.29790493485535,gmail.com,0,25
778.6488311345769,gmail.com,0,45
347.39550485048767,company.com,0,10
931.449752347529,outlook.com,0,45
859.8286243245817,edu.com,0,35
434.70408710126816,company.com,0,10
753.3623571135824,edu.com,0,35
756.9974453438356,hotmail.com,0,45
112.09263014757329,yahoo.com,0,5
903.527377612771,company.com,0,30
510.1998487233786,company.com,0,10
828.1928914466642,outlook.com,0,45
326.8491050203056,company.com,0,10
896.5679962112384,gmail.com,0,45
395.3096619468215,outlook.com,0,25
20.729274965495378,company.com,0,-10
906.328156655071,gmail.com,0,45
100.37381001827222,hotmail.com,1,55
326.12050121451074,outlook.com,0,25
950.5613473802969,hotmail.com,0,45
951.1010754681805,yahoo.com,0,45
577.7035092420532,outlook.com,0,25
635.5188400481013,hotmail.com,0,25
453.96106675853656,outlook.com,1,75
300.27866398108387,yahoo.com,0,25
335.3778999162168,gmail.com,0,25
675.7932715162681,edu.com,0,15
754.8507841433033,outlook.com,1,95
793.66325328859,hotmail.com,0,45
791.7219613666083,yahoo.com,0,45
100.29404201820347,yahoo.com,0,5
499.4761016555557,outlook.com,0,25
66.98317241647784,edu.com,1,45
554.0335935004982,edu.com,1,65
447.1151963596432,hotmail.com,0,25
888.8271409307167,yahoo.com,1,95
357.4058624265579,outlook.com,0,25
125.8963462633298,gmail.com,1,55
151.5617652323075,edu.com,0,-5
763.8955254002975,company.com,0,30
622.0358826830984,edu.com,0,15
110.11144936156234,yahoo.com,0,5
93.26573805384746,edu.com,0,-5
703.9594401445288,hotmail.com,0,45
82.03537630055159,hotmail.com,0,5
823.6414586974527,gmail.com,0,45
709.1798048849313,company.com,0,30
90.53529283548076,yahoo.com,0,5
93.98933694434,gmail.com,1,55
986.7731827161637,gmail.com,0,45
380.5280877985591,yahoo.com,0,25
376.935725596222,yahoo.com,0,25
814.6715715849275,edu.com,1,85
947.7760916100201,company.com,0,30
986.1410531846421,company.com,0,30
755.8444034063522,gmail.com,0,45
382.4969896756066,gmail.com,1,75
92.66570953168208,gmail.com,0,5
779.3754467681624,edu.com,0,35
562.820207238447,edu.com,0,15
429.97978915450653,gmail.com,1,75
907.2908412437886,yahoo.com,0,45
120.08550748308983,company.com,0,-10
497.6988532479506,yahoo.com,1,75
21.240108319744877,outlook.com,0,5
473.974035574185,hotmail.com,0,25
65.74024292501898,yahoo.com,0,5
127.6297371053912,gmail.com,0,5
126.35098430933384,gmail.com,0,5
652.718199094903,outlook.com,0,25
748.5844304727691,hotmail.com,0,45
587.535077446188,gmail.com,0,25
962.5508229897965,gmail.com,1,95
381.121873728467,hotmail.com,0,25
292.8549654190421,company.com,1,40
869.9131369075657,edu.com,0,35
231.3598801342581,company.com,1,40
963.5903140462052,outlook.com,0,45
22.03292994291818,yahoo.com,0,5
970.1800384405626,hotmail.com,0,45
52.728312831070355,outlook.com,1,55
892.2316825610903,outlook.com,0,45
532.4240979954369,company.com,0,10
993.0351481581073,yahoo.com,0,45
83.05859908804487,yahoo.com,0,5
558.3157415573075,edu.com,0,15
969.609510262908,company.com,0,30
527.8668657284474,edu.com,0,15
633.1046517539099,yahoo.com,0,25
698.791202094771,company.com,0,10
459.9956541200955,edu.com,0,15
631.2824992832228,hotmail.com,0,25
588.4711688038692,hotmail.com,0,25
902.1464303860791,outlook.com,0,45
54.99191653804329,yahoo.com,0,5
288.15355769630804,company.com,0,-10
950.9073692357931,outlook.com,0,45
891.3611460520071,edu.com,0,35
461.1001852578558,company.com,0,10
623.9312718235213,gmail.com,0,25
284.60737115132133,edu.com,0,-5
196.2399481265237,outlook.com,0,5
469.0614208905823,gmail.com,0,25
359.8187057457923,edu.com,0,15
587.8195507323634,yahoo.com,0,25
86.957290595335,company.com,0,-10
974.6508595895049,gmail.com,0,45
986.3486370348069,outlook.com,1,95
701.1800968795477,edu.com,0,35
540.7354026806792,yahoo.com,0,25
316.4323401234645,company.com,0,10
815.6570695098792,gmail.com,0,45
687.8838608283405,edu.com,0,15
170.9907699514424,edu.com,0,-5
911.8179126489041,hotmail.com,0,45
824.3118704939372,hotmail.com,0,45
950.3019141590048,edu.com,0,35
728.4623133044764,gmail.com,0,45
617.281043976432,gmail.com,0,25
424.0606059277127,outlook.com,0,25
933.4011985204731,gmail.com,1,95
867.4032506054043,hotmail.com,0,45
54.76648340512752,edu.com,0,-5
36.103304752279485,outlook.com,0,5
382.6987332092691,gmail.com,0,25
812.4477974740146,edu.com,1,85
987.403368021795,outlook.com,0,45
158.9127221924929,outlook.com,1,55
598.1894081986138,gmail.com,0,25
387.0819480647113,gmail.com,1,75
970.2152538364571,hotmail.com,0,45
843.6977339043516,yahoo.com,0,45
839.9454176640264,company.com,0,30
474.00622819702056,hotmail.com,0,25
420.6713073142885,hotmail.com,0,25
280.6730012113992,company.com,0,-10
65.81174168441785,yahoo.com,0,5
866.0751524925026,yahoo.com,0,45
814.7719990387768,hotmail.com,0,45
999.7204965532693,edu.com,0,35
996.6704687031663,hotmail.com,0,45
559.8773885466012,outlook.com,0,25
771.2975410287054,hotmail.com,0,45
945.3180725836038,gmail.com,0,45
851.1509167706373,yahoo.com,0,45
254.87462072576568,company.com,0,-10
456.0386939569926,company.com,0,10
137.86782099998004,yahoo.com,0,5
954.5105169861351,edu.com,0,35
610.1128881063712,gmail.com,0,25
236.3563774484281,hotmail.com,0,5
674.9836775617981,edu.com,0,15
621.9469580533168,company.com,1,60
364.5810908525121,outlook.com,0,25
122.42201627763274,edu.com,0,-5
674.8574636368716,edu.com,0,15
525.1046238947554,company.com,0,10
774.5952078182829,company.com,0,30
524.9618661008734,outlook.com,1,75
853.6596853153547,gmail.com,0,45
556.3877703867407,hotmail.com,0,25
565.3285918200324,hotmail.com,1,75
877.8870666317616,gmail.com,0,45
409.44803755027306,company.com,0,10
142.67507616613432,edu.com,0,-5
38.494849550205586,yahoo.com,0,5
757.5858831168828,edu.com,0,35
624.10645583993,outlook.com,1,75
707.0389704182313,outlook.com,0,45
220.83451989382164,hotmail.com,0,5
145.00776083090207,company.com,0,-10
24.399219011203108,outlook.com,0,5
357.081683218531,company.com,0,10
594.0185099860868,gmail.com,0,25
398.321604648735,edu.com,0,15
443.1001728034918,yahoo.com,0,25
905.117107548811,company.com,0,30
354.77291235306734,gmail.com,0,25
518.8495942682127,outlook.com,0,25
785.8164826137316,hotmail.com,0,45
402.57735449805745,gmail.com,0,25
625.8658332255948,company.com,1,60
863.7400716592778,hotmail.com,0,45
950.0254174210656,outlook.com,0,45
155.60274611974756,edu.com,0,-5
927.3217489098795,company.com,0,30
497.1951301487428,edu.com,0,15
265.6619444159688,outlook.com,0,5
464.5443986758787,hotmail.com,0,25
980.2322495326223,gmail.com,0,45
497.6919130529409,yahoo.com,0,25
335.46409418463315,company.com,0,10
637.0668457735585,outlook.com,1,75
247.74416259041115,gmail.com,0,5
85.10469482757728,edu.com,0,-5
137.59092469154274,yahoo.com,0,5
136.7653805681947,yahoo.com,0,5
160.3836665771714,outlook.com,0,5
147.43890092291605,gmail.com,0,5
644.4659973551825,hotmail.com,1,75
190.06128355515338,hotmail.com,0,5
352.21061049062456,hotmail.com,0,25
897.8205258069518,hotmail.com,0,45
479.2220238602436,gmail.com,0,25
670.8821611358169,gmail.com,0,25
180.59667248961352,company.com,0,-10
200.36612862058408,yahoo.com,0,5
50.459930103814074,yahoo.com,1,55
177.2457124414429,outlook.com,0,5
285.80443564163903,edu.com,0,-5
185.24037943397934,edu.com,0,-5
97.81550841948506,edu.com,0,-5
129.4295123895948,edu.com,0,-5
466.1709803523985,edu.com,0,15
214.2703812217346,outlook.com,0,5
370.62716243759473,yahoo.com,0,25
508.3830981463083,gmail.com,0,25
693.4908803430717,yahoo.com,0,25
48.91901844268795,company.com,1,40
801.4162949199522,yahoo.com,0,45
631.6213855959987,hotmail.com,0,25
90.94144162938319,outlook.com,0,5
874.8428378657095,edu.com,0,35
921.663676526495,hotmail.com,0,45
70.46718025631512,gmail.com,1,55
284.10887166573167,gmail.com,0,5
808.1392669951307,hotmail.com,0,45
750.7770934798218,company.com,0,30
192.67580916281355,edu.com,0,-5
217.2558301033432,yahoo.com,0,5
376.76738176346817,hotmail.com,0,25
489.6777553391111,outlook.com,1,75
622.072223814993,hotmail.com,0,25
375.2245031740747,gmail.com,0,25
467.90936897181643,gmail.com,0,25
749.9962287524189,hotmail.com,0,45
46.31637086169192,hotmail.com,0,5
259.9125749005806,yahoo.com,0,5
716.2160900257069,yahoo.com,0,45
896.2547693103273,company.com,0,30
516.5606676945094,outlook.com,0,25
536.7923504126625,company.com,0,10
116.10029122637829,outlook.com,1,55
452.9382431552201,edu.com,0,15
537.2910937904729,edu.com,0,15
250.04579859838236,outlook.com,0,5
276.55079863988715,edu.com,1,45
383.5113214735764,yahoo.com,1,75
29.870485799949105,outlook.com,0,5
328.8583739273465,hotmail.com,0,25
219.3335269265792,yahoo.com,0,5
334.2223786561355,yahoo.com,0,25
128.5645105010587,outlook.com,0,5
891.622007932496,gmail.com,0,45
597.6565290185082,hotmail.com,0,25
682.3112959530447,outlook.com,0,25
791.2795262212649,outlook.com,0,45
503.4577769397667,hotmail.com,0,25
96.05108520654946,outlook.com,0,5
541.7354764003622,outlook.com,0,25
590.9727068406703,yahoo.com,0,25
747.9850794424867,hotmail.com,0,45
437.3429507673826,company.com,0,10
136.30449976760812,edu.com,1,45
290.93814674073724,gmail.com,0,5
369.45147343464873,yahoo.com,0,25
649.4580689182852,hotmail.com,0,25
575.0705216222227,yahoo.com,0,25
362.5357586388678,hotmail.com,0,25
986.6500963050499,gmail.com,0,45
609.7170711633182,company.com,1,60
244.85452381863453,yahoo.com,0,5
110.7646478941997,company.com,1,40
161.33054779248872,gmail.com,1,55
253.49815110066305,yahoo.com,0,5
169.07455952696012,company.com,1,40
194.7013538107927,hotmail.com,0,5
292.2442170069086,yahoo.com,0,5
181.63985934180727,yahoo.com,0,5
897.797770380161,yahoo.com,1,95
89.43140820502579,edu.com,1,45
529.2662756745522,edu.com,0,15
416.2928587197649,company.com,0,10
982.5548307395203,outlook.com,0,45
120.91851314637182,edu.com,0,-5
403.8770430552842,yahoo.com,0,25
969.7757289426152,yahoo.com,0,45
866.8520546350404,edu.com,0,35
818.9013502397871,outlook.com,0,45
265.32379877449046,hotmail.com,1,55
179.17871151616515,edu.com,0,-5
671.9567877251867,yahoo.com,0,25
930.0822292363099,hotmail.com,0,45
561.1952640837904,hotmail.com,1,75
575.8965625752008,gmail.com,1,75
287.1793027236813,company.com,0,-10
771.7980038600175,hotmail.com,0,45
195.17331107194815,edu.com,0,-5
330.4424440402012,company.com,0,10
431.1820742302526,gmail.com,0,25
512.5342748976104,edu.com,0,15
249.98563509092943,edu.com,0,-5
123.68845649181151,hotmail.com,0,5
614.5138420172162,yahoo.com,0,25
295.7442477078532,outlook.com,0,5
585.4258392083862,yahoo.com,0,25
162.81908812146028,company.com,1,40
486.3287008362693,gmail.com,0,25
537.26353822607,hotmail.com,1,75
61.30530145420264,yahoo.com,0,5
343.23823541198135,outlook.com,0,25
143.0705301695845,yahoo.com,0,5
72.74122076804007,outlook.com,0,5
990.0606300660457,hotmail.com,0,45
329.13030652497577,yahoo.com,0,25
811.7757013960885,edu.com,0,35
262.0942482161262,outlook.com,0,5
684.68769500169,hotmail.com,0,25
762.6255812907897,gmail.com,0,45
599.6823532017659,outlook.com,0,25
476.8604266646568,edu.com,0,15
417.7225050057958,outlook.com,0,25
355.3795838775653,hotmail.com,0,25
930.2338528053476,company.com,1,80
832.3132137098519,hotmail.com,0,45
965.3766415598475,yahoo.com,0,45
133.05425125068928,hotmail.com,1,55
733.5588004516078,yahoo.com,0,45
938.9570522528275,edu.com,0,35
189.42073550400355,gmail.com,0,5
75.83130469310971,hotmail.com,0,5
743.7094427971584,company.com,0,30
578.7283820481127,gmail.com,0,25
843.4104889906894,outlook.com,0,45
148.3746528600266,gmail.com,0,5
797.3146387412913,yahoo.com,1,95
209.6110468472671,edu.com,0,-5
172.01938343704745,yahoo.com,0,5
172.62313995168302,edu.com,0,-5
816.4289730290683,yahoo.com,0,45
668.5452484892381,hotmail.com,0,25
527.8347705214281,outlook.com,0,25
365.24217928226744,gmail.com,0,25
878.4285354049772,hotmail.com,1,95
398.52065634840903,company.com,0,10
818.4334450768613,outlook.com,0,45
444.74355948451625,company.com,0,10
383.1749851306585,hotmail.com,0,25
468.0529878129104,yahoo.com,0,25
308.36409542250067,hotmail.com,0,25
750.1332863744886,company.com,0,30
507.6931861915544,outlook.com,0,25
239.89056819534912,yahoo.com,0,5
900.5788275418228,yahoo.com,0,45
390.0523091594793,company.com,0,10
548.1173325028487,gmail.com,0,25
907.4073898549015,gmail.com,0,45
627.9956159548522,gmail.com,0,25
125.72906030128043,yahoo.com,0,5
940.4338023773404,edu.com,0,35
631.4309725407037,yahoo.com,0,25
341.5565585105153,outlook.com,0,25
147.87935193675338,company.com,1,40
796.0849373775931,company.com,0,30
623.8720283692284,outlook.com,1,75
538.1264810565583,yahoo.com,0,25
894.9536572204481,outlook.com,0,45
790.7112391122854,company.com,0,30
160.15813093542366,company.com,0,-10
318.6048471175927,company.com,0,10
256.00424841632105,yahoo.com,0,5
746.5068296469502,company.com,0,30
43.197110388421585,hotmail.com,0,5
574.1907880226033,yahoo.com,0,25
764.8340988832837,outlook.com,0,45
877.997980394132,edu.com,0,35
348.6609312287484,company.com,0,10
823.0447316252927,edu.com,0,35
119.52541958565516,yahoo.com,0,5
847.987768817173,gmail.com,0,45
136.21377570866258,edu.com,1,45
403.3144176547636,hotmail.com,1,75
799.3224121217581,yahoo.com,0,45
158.41825307528603,outlook.com,0,5
236.95888128031507,gmail.com,0,5
725.0300427091356,hotmail.com,0,45
722.8361711806136,gmail.com,0,45
